,단지명
8275,인창2차e-편한세상
8276,인창이편한세상
8277,주공4-1
8278,주공4-2
8279,충효
8280,포스필아파트(102동)
8281,필그린
8282,한창그린(101동)
8283,에스케이신일
8284,영풍마드레빌2차
8285,토평마을 e편한세상
8286,광문
8287,그린트루빌
8288,금정동쌍용
8289,금호(101동)
8290,다산주공(3단지)
8291,대흥5
8292,무지개트윈스
8293,무지개트윈스(101동)
8294,무지개트윈스(102동)
8295,삼익소월
8296,상안
8297,상훈(773-0)
8298,신안A동
8299,신환
8300,아산나부빌
8301,영화(6차)
8302,영화5차
8303,오성푸르메
8304,우양파크
8305,우주
8306,율곡
8307,임선
8308,적성
8309,주공(1단지)
8310,주영리치빌(101동)
8311,주영리치빌102
8312,충무주공(872)
8313,충무주공(873-2)
8314,태원쉐르빌
8315,퇴계주공(351~359동)
8316,퇴계주공(360~368동)
8317,화남(6차)
8318,New-삼성
8319,거성에이플(922-22)
8320,건국
8321,금광럭키
8322,남광팰리스(9B-5L)
8323,당동누리에뜰해밀
8324,대흥(923)
8325,덕산101동(901-1)
8326,덕산102동(901-2)
8327,덕산103동(902)
8328,덕산105동(906)
8329,덕산106동(903-8)
8330,동막마을군포제일
8331,동아(900)
8332,동우넥스프리빌
8333,럭키베스트빌2차(749-8)
8334,럭키베스티빌
8335,무지개마을2차케이씨씨아파트
8336,무지개마을대림
8337,무지개마을마빌르
8338,무지개마을마젤리안
8339,무지개마을케이씨씨
8340,베이101동
8341,베이102동
8342,베이103동
8343,베이104동
8344,삼성미도2
8345,스위스
8346,쌍용(873)
8347,영실
8348,영진(786-12)
8349,오성101동(909-3)
8350,오성102동(911)
8351,오성103동(911-8)
8352,용호마을e-편한세상
8353,용호마을동문301동
8354,용호마을쌍용
8355,용호마을엘지
8356,우양(766-17)
8357,은성(746-22)
8358,자유로운삶
8359,정일
8360,정진
8361,주공2단지(874)
8362,주공3(886)
8363,주공4(885)
8364,진우
8365,풍성1
8366,풍성2
8367,한마음
8368,한세(911-6)
8369,홍솔주상복합
8370,효성101동(922-18)
8371,효성102동(922-14)
8372,거성에이플101동
8373,거성에이플102동
8374,거성에이플103동
8375,"당정마을누리에뜰(103,104동)"
8376,"당정마을누리에뜰(105,106동)"
8377,당정마을엘지
8378,대원칸타빌(102동)
8379,대원칸타빌(103동)
8380,"대원칸타빌(104동,105동)"
8381,대원칸타빌(106동)
8382,대원칸타빌(107동)
8383,"덕산(101동)(1,2호)"
8384,"덕산(101동)(3,5호)"
8385,"덕산(101동)(6,7호)"
8386,뷰티A동
8387,상훈(A동)(1007-6)
8388,상훈(A동)(976-2)
8389,상훈비동
8390,오성푸르메(1007-3)
8391,오성푸르메(1007-4)
8392,청천마을성원
8393,"한솔솔파크(101,102동)"
8394,"한솔솔파크(201,202동)"
8395,"한솔솔파크(301,302동)"
8396,"한솔솔파크(401,402동)"
8397,"한솔솔파크(501,502동)"
8398,"한솔솔파크(601,602동)"
8399,한솔솔파크(701동)
8400,호영
8401,건양1차
8402,건양2
8403,신안실크밸리(28-7)
8404,장안정다운
8405,삼성마을5단지
8406,송부센트럴시티
8407,의왕역센트럴시티(휴먼시아3단지)
8408,의왕역센트럴파크
8409,e편한세상 금정역 에코센트럴 아파트
8410,가야3주공
8411,가야주공
8412,개나리주공13
8413,개성하이뷰(101동)
8414,개성하이뷰(102동)
8415,개성하이뷰(103동)
8416,개성하이뷰(104동)
8417,계룡
8418,금강2단지주상복합
8419,금환
8420,덕유
8421,동백(우성)
8422,래미안하이어스
8423,매화
8424,묘향(롯데)
8425,백두(극동)
8426,백두(동성)
8427,백합
8428,산본이편한세상센트럴파크
8429,삼성미도
8430,삼성장미
8431,삼익가든을지
8432,상남아파트
8433,설악
8434,설악2
8435,세경싸이버빌(103)
8436,솔거대림
8437,신안모란
8438,에덴다모은정
8439,우륵
8440,"우방,한국공영목련"
8441,우양파크빌
8442,임광그대가
8443,주공9단지금강
8444,주몽2-10
8445,한라주공4
8446,한라주공4-2
8447,한양목련
8448,한양백두
8449,한양수리
8450,한일을지
8451,화남7
8452,김포한강신안실크밸리3차
8453,신안실크밸리2
8454,신한
8455,푸른마을(신안)
8456,희영(무지개)
8457,오스타파라곤1단지
8458,오스타파라곤2단지
8459,오스타파라곤3단지
8460,강변마을 동부센트레빌
8461,강변마을 월드메르디앙아파트
8462,강변마을 청도솔리움
8463,강변마을동일하이빌
8464,길훈1차
8465,길훈2차
8466,등촌마을청구
8467,수기마을힐스테이트1단지
8468,수기마을힐스테이트2단지
8469,수기마을힐스테이트3단지
8470,숲속마을대우
8471,아라베스트빌
8472,오룡마을한화
8473,정다운가
8474,한가람마을(우미린)
8475,호수마을e편한세상아파트
8476,은여울마을경남아너스빌
8477,동변마을(동양파라곤)
8478,동변마을(동양파라곤2차)
8479,풍년마을(대림)
8480,풍년마을(동남)
8481,풍년마을(삼성)
8482,풍년마을(서광)
8483,풍년마을(신안)
8484,풍년마을(신일)
8485,풍년마을(영풍)
8486,풍년마을(청구)
8487,풍년마을(한라)
8488,함성1
8489,함성2차
8490,경신
8491,길훈4차
8492,김포
8493,농장마을(신안)
8494,다솜마을(한신휴플러스)
8495,백암주택
8496,풍년마을(건영)
8497,풍년마을(대우)
8498,풍년마을(동양)
8499,풍년마을(삼보)
8500,풍년마을(신명)
8501,풍년마을(진흥)
8502,풍년마을(현대)
8503,풍년마을(흥화)
8504,김포한강 신원 아침도시 고다니
8505,양곡 더숲
8506,오르지오
8507,희영(곡촌마을)
8508,자연앤데시앙(금빛마을)
8509,김포한강신도시반도유보라2차
8510,모담마을한강화성파크드림
8511,성창
8512,전원마을(월드3차1단지)
8513,전원마을(월드4차2단지)
8514,전원마을(월드5차3단지)
8515,전원마을(월드6차4단지)
8516,풍경마을한강한라비발디
8517,한강신도시e편한세상
8518,한강신도시푸르지오
8519,고창마을(반도유보라)
8520,고창마을(신영지웰)
8521,고창마을(이니스더원)
8522,고창마을(이지더원)
8523,고창마을(자연앤어울림)
8524,고창마을(제일풍경채)
8525,고창마을(케이씨씨스위첸)
8526,고창마을한양수자인리버팰리스
8527,수정마을(쌍용예가)
8528,청송마을(현대1)
8529,청송마을(현대2)
8530,청송마을(현대3)
8531,초당마을(우남퍼스트빌)
8532,초당마을(우미린)
8533,초당마을래미안한강
8534,한강현대성우오스타
8535,한강호반베르디움
8536,백석마을(신일해피)
8537,화수싱그리아
8538,당곡마을(범양)
8539,당곡마을(월드메르디앙)
8540,당곡마을(현대)
8541,양도마을(서해그랑블)
8542,유현마을(신동아)
8543,유현마을(현대프라임빌)
8544,장릉마을(삼성쉐르빌)
8545,풍무자이2단지
8546,광아
8547,광일
8548,금강아파트
8549,금곡GS
8550,금성하이빌
8551,금성훼밀리
8552,신성푸른솔
8553,예농-1
8554,인정프린스
8555,진덕
8556,남양i-좋은집1단지
8557,남양i-좋은집2단지
8558,남양i-좋은집3단지
8559,다산 한신 더휴 6단지
8560,다산 한신 더휴 7단지
8561,다산 한신 더휴 8단지
8562,다산한신휴플러스
8563,다산효성해링턴타워
8564,더힐포레3단지
8565,더힐포레4단지
8566,부영사랑으로7단지
8567,신우가든
8568,아림
8569,양지B동
8570,창조
8571,충일
8572,플루리움1단지
8573,플루리움2단지
8574,플루리움3단지
8575,"플루리움4,5단지"
8576,KCC스위첸
8577,남광하우스토리
8578,동익미라벨(1058)
8579,동익미라벨(1060)
8580,별내우미린
8581,상록리슈빌
8582,신안인스빌
8583,신일유토빌
8584,한화꿈에그린더스타
8585,거성수락산
8586,극동마이다스빌
8587,동부일신
8588,별내반도유보라
8589,청학주공(1단지)
8590,청학주공(2단지)
8591,청학주공(3단지)
8592,청학주공(4단지)
8593,청학주공(5단지)
8594,청학주공(6단지)
8595,청학주공(7단지)
8596,대림e편한세상1단지
8597,대림e편한세상2단지
8598,성호
8599,양지현대
8600,오남1청구
8601,오남쌍용스윗닷홈지티(2단지)
8602,오남쌍용스윗닷홈지티1단지
8603,남양주대한
8604,남양주오남푸르지오
8605,보영
8606,성도
8607,신우아이딜(1차)
8608,신우아이딜2차
8609,신일해피트리(1차)
8610,신일해피트리(2차)
8611,오남아이파크
8612,유호
8613,진주(10차)
8614,진주(1단지)
8615,진주(2차)
8616,진주(3차)
8617,진주(4차)
8618,진주(5단지)
8619,진주(6차)
8620,진주(7차)
8621,진주(8차)
8622,진주(9차)
8623,한국1
8624,한신(2차)
8625,강변삼익
8626,강산마을코오롱대성
8627,강산마을코오롱대성107동
8628,금정
8629,덕소강변현대
8630,덕소아이파크
8631,덕소주공3
8632,세양아르비채리버
8633,인정하이츠1
8634,인정하이츠2
8635,진도
8636,강변해태
8637,건영덕소리버파크
8638,덕소두산위브
8639,덕소쌍용
8640,리버맨션
8641,쌍용스윗닷홈리버
8642,우송
8643,우창리버빌
8644,남양주진건주공
8645,동명나동
8646,미창
8647,남양주진건주공2단지
8648,세아
8649,한신4
8650,한신그린1차
8651,한신그린2차
8652,한신그린3
8653,한신조합
8654,화성타운
8655,금강펜테리움
8656,남양휴튼
8657,삼금
8658,신영지웰
8659,예당마을신안인스빌
8660,원일플로라
8661,자연&어울림
8662,해밀마을5단지 반도유보라 메이플타운
8663,해밀마을신안인스빌
8664,원일대궐터
8665,대림강변
8666,신한미
8667,진접센트레빌시티1단지
8668,진접센트레빌시티2단지
8669,진접센트레빌시티3단지
8670,진접한일
8671,원일궁의문
8672,금강펜터리움
8673,남양주진접롯데캐슬
8674,원일에이플러스
8675,장현주공
8676,정광산호
8677,진접하우스토리
8678,신창비바패밀리
8679,광릉
8680,진양
8681,강남1차
8682,강남건영2
8683,신별내퇴계원어울림
8684,신현대(177-2)
8685,퇴계원쌍용예가
8686,세종리젠시빌
8687,진주(2단지)
8688,진주(3단지)
8689,평내마을금호어울림
8690,평내마을상록데시앙
8691,평내마을신명스카이뷰
8692,평내마을주공
8693,평내마을중흥에스-클래스(1단지)
8694,평내마을중흥에스-클래스(2단지)
8695,평내마을중흥에스-클래스(3단지)
8696,평내마을평내1차대주파크빌
8697,평내마을평내2차대주파크빌
8698,평내마젤란21
8699,평내화성파크힐즈
8700,효성타운
8701,라인그린
8702,로제카운티
8703,메이플카운티
8704,호평두산위브파크
8705,호평마을금강
8706,호평마을대주파크빌
8707,호평마을동원로얄듀크
8708,호평마을신명스카이뷰하트
8709,호평마을쌍용스윗닷홈
8710,호평마을우림필유
8711,호평마을우미이노스빌
8712,호평마을중흥에스-클래스
8713,호평마을중흥에스-클래스로하스
8714,호평마을한라비발디
8715,호평마을한화꿈에그린
8716,호평마을효성백년가약
8717,호평임광그대가
8718,호평파라곤
8719,호평현대아이파크아파트
8720,신마석신도브래뉴
8721,남양주녹촌두산위브
8722,신창현두산위브
8723,그랜드힐(1차)
8724,그랜드힐(2차)
8725,마석역신도브래뉴
8726,보미청광플러스원
8727,신마석서희스타힐스
8728,신명스카이뷰그린
8729,중흥S클래스
8730,경성큰마을(1단지)
8731,경성큰마을(2단지)
8732,귀뚜라미
8733,도시그린(가동)
8734,마석LIG아파트
8735,마석건영
8736,마석역신도브래뉴2차
8737,마석역신도브래뉴3차
8738,삼신푸른솔
8739,영진그린필
8740,천마(456-1)
8741,신창현풍림아이원1차
8742,신창현풍림아이원2차
8743,경향
8744,신명
8745,영남탑스빌
8746,이안남양주
8747,창현대주피오레
8748,창현두산1단지아파트
8749,창현두산2단지아파트
8750,창현주공
8751,리젠시빌하우스
8752,신창비바패밀리(1단지)
8753,신창비바패밀리(2단지)
8754,우방아이유쉘아파트
8755,보산주공아파트
8756,한전아파트(A동)
8757,상패주공
8758,조흥(1동)
8759,조흥(2동)
8760,근남아파트
8761,기상
8762,대방노블랜드1차
8763,대방노블랜드2차
8764,동양아파트
8765,동원아파트
8766,로뎀빌
8767,명품하우스
8768,부영아파트(1단지)
8769,부영아파트(6단지)
8770,상우아파트
8771,생연주공아파트(1단지)
8772,생연주공아파트(내행주공)
8773,세아프라자
8774,에이스아파트(1차)
8775,에이스아파트(2차)
8776,에이스아파트(3차)
8777,에이스아파트(4차)
8778,에이스아파트(5차)
8779,조흥아파트
8780,칼리아
8781,태양아파트(1동)
8782,파크타운아파트
8783,한영아파트
8784,화성아파트1차
8785,화성아파트2차
8786,화성아파트5차
8787,송내주공4단지
8788,송내주공5단지
8789,대방노블랜드(7단지)
8790,대방노블랜드(8단지)
8791,부영아파트(3단지)
8792,부영아파트(9단지)
8793,송내주공1단지
8794,송내주공2단지
8795,지행주공1단지
8796,지행주공2단지
8797,지행현대1차아파트
8798,지행현대2차아파트
8799,하이텍아파트
8800,현성하이츠
8801,휴먼빌아파트
8802,가야
8803,건우
8804,고강1차
8805,고강2차
8806,고강3차
8807,동광모닝스카이1차
8808,동광모닝스카이2차
8809,동문미도(327-7)
8810,동문미도(417)
8811,동원(363)
8812,동원(364)
8813,부강1차
8814,부강2차
8815,부촌1차
8816,부촌2차
8817,삼우(389-1)
8818,삼우(396)
8819,상우(380)
8820,새보미
8821,오화
8822,윤성
8823,정도
8824,진영
8825,천경(372-2)
8826,괴안동금광포란재
8827,국경
8828,남향
8829,대현8차
8830,대현9차
8831,대현부안
8832,대현청실
8833,덕림현대
8834,리라5동
8835,모아
8836,보강에버그린A동
8837,보강에버그린B동
8838,복사골
8839,복지
8840,삼익3차
8841,역곡두진
8842,역곡하이뷰
8843,조공1차
8844,조공2차
8845,청수1차
8846,청수이지빌(201동)
8847,청수이지빌(202동)
8848,청암(91-1)C동
8849,청암(91-2)
8850,클레버
8851,태송팰리채
8852,트윈파크
8853,풍남
8854,"한아름1차(가,나동)"
8855,한아름5차
8856,현대(88-0)
8857,현대7차
8858,현대허니문
8859,대성파크빌
8860,샤인파크빌
8861,이루미아파트
8862,이룸이루미
8863,함태스위트빌
8864,경동장미
8865,근화
8866,대화
8867,명성로즈빌
8868,미성하이츠(미성아파트)
8869,복사골1(C동)
8870,복사골2차
8871,봉림
8872,선결레미앙주상복합
8873,우남2차
8874,우남APT
8875,주영홈타운101동
8876,주영홈타운102동
8877,진성그린테라스
8878,범박파밀리에포레스트
8879,부천범박힐스테이트 6단지
8880,부천범박힐스테이트1단지
8881,부천범박힐스테이트2단지
8882,부천범박힐스테이트3단지
8883,부천범박힐스테이트4단지
8884,부천범박힐스테이트5단지
8885,e-좋은아침
8886,삼우
8887,삼정뷰그리안
8888,신한일
8889,정석
8890,청연
8891,WITHUSVILL
8892,꿈동산(신안)
8893,다정한마을 경남아너스빌
8894,다정한마을(금강)
8895,다정한마을(삼성)
8896,다정한마을(쌍용)
8897,대신스카이빌
8898,라일락마을(경남아너스빌)
8899,라일락마을(대우유림)
8900,라일락마을(동양)
8901,라일락마을(서해)
8902,라일락마을(신성미소지움)
8903,리파인빌
8904,반달마을(건영)
8905,반달마을(극동신라)
8906,반달마을(동아)
8907,반달마을(삼익)
8908,반달마을(선경)
8909,백송마을(동남디아망)
8910,백송마을(상록LG)
8911,백송마을(엘지에스케이)
8912,백송마을(풍림아이원)
8913,비잔티움상동
8914,사랑마을(벽산)
8915,"사랑마을(벽산,선경,삼익)"
8916,사랑마을(삼익)
8917,사랑마을(청구)
8918,스타팰리스2
8919,윌타운
8920,진달래마을(대림)
8921,진달래마을(대우)
8922,진달래마을(신동아)
8923,진달래마을(효성)
8924,진달래마을(효성써미트빌)
8925,코오롱이데아폴리스
8926,푸른마을(창보)
8927,푸른마을(한라)
8928,하얀마을(경남)
8929,하얀마을아이파크
8930,한아름마을(동성)
8931,한아름마을(동원)
8932,한아름마을(라이프)
8933,한아름마을(삼환)
8934,"한아름마을(삼환,동아,동성)"
8935,한아름마을(한국)
8936,"한아름마을(현대,라이프)"
8937,행복한마을(금호)
8938,행복한마을(서해)
8939,행복한마을(한양)
8940,부천소사역푸르지오
8941,세영타워메카
8942,소라아파트
8943,소사s복합빌딩
8944,소사새롬하이빌
8945,소사에스케이뷰
8946,소새울KCC스위첸
8947,양우파크타운(내안愛)
8948,일안
8949,주공
8950,주공뜨란채
8951,중앙리치빌
8952,현대부러운
8953,JN팰리스
8954,건우1
8955,건우2
8956,건우3차
8957,동신(331-6)
8958,동신(336-6)
8959,두풍리치빌
8960,뜨란채주공
8961,부천송내동양N'PART
8962,부천우방유쉘
8963,삼익3
8964,서능
8965,성라
8966,세일해피랜드
8967,송내e-편한세상
8968,송내대우
8969,송내자이
8970,시드니하우스
8971,신한양
8972,신한양-1
8973,욱일3
8974,욱일4
8975,욱일5
8976,중동푸르지오2차(A단지)
8977,중동푸르지오2차(B단지)
8978,천평대
8979,푸르미아
8980,푸른빌
8981,현대(336-5)
8982,JN팰리스A동
8983,JN팰리스B동
8984,JN펠리스C동
8985,"건부A,B동"
8986,기성뷰그리안
8987,남영라끄빌2차
8988,노마즈하우스
8989,녹십초그린
8990,대준블루온
8991,도양라비앙오피스텔
8992,동영피렌체
8993,리치캐슬
8994,미성로뎀빌
8995,쁘띠-오타운
8996,삼융
8997,삼융그린
8998,삼융아파트오피스텔
8999,수정홈타운
9000,심곡베스트빌
9001,에코스마트1
9002,에코스마트2
9003,영동홈타운
9004,우민늘사랑APT
9005,일해늘푸른
9006,정우펠리스2차
9007,중앙위너스
9008,하나리아벨주상복합
9009,광희APT
9010,금강(가~다동)
9011,대창스페이스APT
9012,드림홈타운
9013,로얄APT
9014,롯데APT
9015,보강센트럴빌201동
9016,보강센트럴빌202동
9017,보강센트럴빌203동
9018,보강센트럴빌APT(101동)
9019,부천극동
9020,부천라비앙로제APT
9021,부천아름다운나날APT
9022,시몬APT
9023,심곡주공APT
9024,아남APT
9025,알찬집
9026,"태경삼익(에이동,비동)"
9027,부천위브트레지움1단지
9028,부천위브트레지움2단지
9029,팔레스
9030,흥립약대아파트
9031,대원스카이빌
9032,여월휴먼시아(4단지)
9033,여월휴먼시아(5단지)
9034,여월휴먼시아3단지
9035,월산장미
9036,금림
9037,남영프라자
9038,대림e-편한세상1차
9039,대림e-편한세상2차
9040,대림e-편한세상3차
9041,대명앙뜨레빌
9042,대영그린
9043,동보프리미아(100-6)
9044,동부센트레빌3단지
9045,디아이빌
9046,"부천동부센트레빌1,2단지"
9047,선호(243-35)
9048,성도베스트홈
9049,성진
9050,신도그랑피아
9051,신동보
9052,역곡1차한양수자인101동
9053,역곡2차한양수자인
9054,역곡3차한양수자인(301동)
9055,역곡4차e-편한세상
9056,역곡5차e-편한세상
9057,역곡역이편한세상
9058,역곡현대
9059,영신
9060,예성센트럴빌
9061,일두
9062,진성그린(101동)
9063,진성그린(103동)
9064,진성그린(104동)
9065,청도포그니에
9066,한도(1-6동)
9067,한도(7-8동)
9068,현진
9069,현진리더빌
9070,누리안아파트
9071,대흥상우
9072,라이프동주3동
9073,부민
9074,부촌3
9075,부촌4
9076,삼두(558-4)
9077,샬렛
9078,서문
9079,세종2
9080,신한카사피아
9081,에리트
9082,오정휴먼시아1단지
9083,오정휴먼시아2단지
9084,오정휴먼시아3단지
9085,운양
9086,창보
9087,청산그린
9088,효마을
9089,효행복마을
9090,두리하이츠
9091,심환홈빌리지
9092,원미동풍림
9093,한화미리움
9094,경인
9095,광성
9096,다우로얄팰리스
9097,당진정우
9098,대도
9099,대성B
9100,대원블루힐
9101,대창스페이스
9102,대풍푸른들
9103,동문1차
9104,동문2차
9105,동문5차
9106,동제이지안
9107,동제이지안2차
9108,동진1
9109,동호하이빌
9110,르네상스3차
9111,명신
9112,문화1차
9113,문화2차
9114,문화목화
9115,방배
9116,방배(383-7)
9117,보강쉐르빌(275-28)
9118,부촌5차가동
9119,삼덕
9120,삼신12
9121,삼신아파트-1
9122,성진리치빌
9123,영안(273-1)
9124,오건
9125,용상101동
9126,용상102동
9127,용주그린힐타운
9128,욱일6차
9129,욱일7차
9130,욱일8차
9131,원종e편한세상
9132,원종동금호어울림
9133,원종주공
9134,유호가동
9135,유호나동
9136,은성2차
9137,이루미
9138,한울빌리지
9139,해오름(344-30)
9140,해주2차
9141,현대(211-1)
9142,현대(211-3)
9143,현대(362-4)
9144,협성
9145,대덕
9146,해주3차
9147,그린타운(금호)
9148,그린타운(삼성)
9149,그린타운(우성1)
9150,그린타운(우성2)
9151,그린타운(한신)
9152,그린타운(한양)
9153,금강마을(주공)
9154,꿈마을(건영)
9155,꿈마을(동아)
9156,꿈마을(삼환)
9157,꿈마을(서안)
9158,꿈마을(한진)
9159,덕유마을(주공3)
9160,덕유마을(주공4)
9161,동원(805-6)
9162,동원(816-0)
9163,리첸시아중동
9164,무지개마을(LG)
9165,무지개마을(동신)
9166,미리내마을(금호)
9167,미리내마을(동성아파트)
9168,미리내마을(롯데1)
9169,미리내마을(롯데2)
9170,미리내마을(삼성)
9171,미리내마을(우성)
9172,미리내마을(한신)
9173,미리내마을(한양)
9174,보람마을(동남)
9175,보람마을(아주)
9176,복사골(건영)
9177,복사골아파트
9178,설악마을(주공)
9179,연화마을(건영)
9180,연화마을(대원)
9181,연화마을(쌍용)
9182,영안
9183,월드에스클래스
9184,"위브더스테이트(201,202,203동)"
9185,"위브더스테이트(601,602,603동)"
9186,"위브더스테이트(801,802,803동)"
9187,은하마을(대우)
9188,은하마을(동부)
9189,은하마을(쌍용)
9190,은하마을(주공1)
9191,은하마을(주공2)
9192,은하마을(효성)
9193,중동대림
9194,중흥마을(극동)
9195,중흥마을(두산)
9196,중흥마을(신동아)
9197,중흥마을(영남)
9198,중흥마을(주공)
9199,팰리스카운티
9200,포도마을(뉴서울)
9201,포도마을(삼보)
9202,포도마을(영남)
9203,프라움시티
9204,한라마을(주공2)
9205,한라마을(주공3)
9206,현대(772-2)
9207,현대(813-0)
9208,우민늘사랑2차
9209,중앙그린
9210,춘의동우민늘사랑
9211,하나리아벨
9212,까치마을(1단지)(대우롯데선경)
9213,까치마을(2단지)(주공)
9214,까치마을(3단지)(신원)
9215,까치마을(4단지)(롯데)
9216,까치마을(4단지)(선경)
9217,무지개(10단지)(건영)
9218,무지개(10단지)(삼성)
9219,무지개(11단지)(금강센테리움)
9220,무지개(12단지)(주공뜨란체)
9221,무지개(1단지)(대림)
9222,무지개(2단지)(엘지)
9223,무지개(3단지)(건영)
9224,무지개(3단지)(신한)
9225,무지개(4단지)(주공)
9226,무지개(5단지)(청구)
9227,무지개(6단지)(건영)
9228,무지개(7단지)(라이프)
9229,무지개(8단지)(제일)
9230,무지개(9단지)(동아)
9231,하얀마을(5단지)(주공)
9232,분당하우스토리
9233,청솔마을(계룡)
9234,청솔마을(공무원)
9235,청솔마을(대원)
9236,청솔마을(동아)
9237,청솔마을(서광)
9238,청솔마을(성원)
9239,청솔마을(영남)
9240,청솔마을(유천)
9241,청솔마을(주공9단지)
9242,청솔마을(한라)
9243,코오롱더프라우
9244,백현마을2단지(주공)일부임대
9245,백현마을5단지(주공)
9246,백현마을6단지(주공)
9247,백현마을7단지(주공)
9248,백현마을9단지(e편한세상)
9249,판교푸르지오그랑블
9250,샛별마을(동성)
9251,샛별마을(라이프)
9252,샛별마을(삼부)
9253,샛별마을(우방)
9254,장안타운(건영)
9255,봇들마을1단지(판교신미주)
9256,봇들마을2단지(이지더원)
9257,봇들마을4단지(주공)
9258,봇들마을7단지
9259,봇들마을8단지(주공)
9260,봇들마을9단지(금호어울림)
9261,시범삼성
9262,시범우성
9263,시범한신
9264,시범한양
9265,시범현대
9266,효자촌(대우)
9267,효자촌(대창)
9268,효자촌(동아)
9269,효자촌(럭키)
9270,효자촌(미래타운)
9271,효자촌(삼환)
9272,효자촌(임광)
9273,효자촌(현대)
9274,효자촌(화성)
9275,양지마을(2단지)(청구)
9276,양지마을(3단지)(금호)
9277,양지마을(5단지)(한양501-514)
9278,양지마을(5단지)(한양515-529)
9279,양지마을(금호1)
9280,파크타운(대림)
9281,파크타운(롯데)
9282,파크타운(삼익)
9283,파크타운(서안)
9284,푸른마을(벽산)
9285,푸른마을(신성)
9286,푸른마을(쌍용)
9287,SK-VIEW
9288,동원로얄듀크
9289,매화마을(주공3)
9290,매화마을(주공4)
9291,매화마을공무원1
9292,매화마을공무원2
9293,목련마을(영남)
9294,목련마을(한신)
9295,목련마을(한일)
9296,목련마을SK
9297,야탑진흥더블파크
9298,장미마을(동부)
9299,장미마을(코오롱)1
9300,장미마을(현대)
9301,탑마을(경남)1
9302,탑마을(경향)
9303,탑마을(기산)1
9304,탑마을(대우)
9305,탑마을(벽산)
9306,탑마을(선경)1
9307,탑마을(쌍용)1
9308,탑마을(주공)
9309,탑마을(진덕)
9310,산운마을10단지(대광로제비앙)
9311,산운마을13단지(태영)
9312,산운마을14단지(경남아너스빌)
9313,산운마을4단지(리가)
9314,산운마을5단지(한성필하우스)
9315,산운마을6단지(신동아파밀리에)
9316,아름마을(건영)
9317,아름마을(두산)
9318,아름마을(삼호)
9319,아름마을(선경)
9320,아름마을(태영)
9321,아름마을(풍림)
9322,아름마을(한성)
9323,아름마을(효성)
9324,이매촌(금강)
9325,이매촌(동부코오롱)
9326,이매촌(동신3)
9327,이매촌(동신9)
9328,이매촌(삼성)
9329,이매촌(삼환)
9330,이매촌(성지)
9331,이매촌(진흥)
9332,이매촌(청구)
9333,이매촌(한신)
9334,느티마을(3단지)(공무원)
9335,느티마을(4단지)(공무원)
9336,동양정자파라곤(1단지)
9337,동양정자파라곤(2단지)
9338,동양정자파라곤(3단지)
9339,두산제니스
9340,미켈란쉐르빌
9341,분당더샵스타파크
9342,분당파크뷰
9343,삼성아데나루체
9344,상록마을(라이프1차)
9345,상록마을(라이프2차)
9346,상록마을(보성)
9347,상록마을(우성)1
9348,상록마을(임광)
9349,성원상떼뷰101동
9350,아데나팰리스
9351,정든마을(1단지)(동아)
9352,정든마을(2단지)(동아)
9353,정든마을(4단지)(우성)
9354,정든마을(5단지)(신화)
9355,정든마을(6단지)(우성)
9356,정든마을(6단지)(한진)
9357,정든마을(7단지)(한진)
9358,정든마을(8단지)(한진)
9359,한솔마을(1단지)(청구)
9360,한솔마을(2단지)(LG)
9361,한솔마을(3단지)(한일)
9362,한솔마을(4단지)(주공)
9363,한솔마을(5단지)(주공)
9364,한솔마을(6단지)(주공)
9365,현대I-PARK1
9366,현대I-PARK2
9367,현대I-PARK3
9368,판교원마을11단지(힐스테이트)
9369,판교원마을1단지(주공휴먼시아)
9370,판교원마을2단지(푸르지오)
9371,판교원마을3단지(푸르지오)
9372,판교원마을5단지(푸르지오)
9373,판교원마을9단지(한림풀에버)
9374,단대푸르지오
9375,미래아트
9376,선경논골
9377,진흥더블파크
9378,훼밀리웰빙
9379,희망
9380,성남기능대학교직원아파트
9381,낙원스카이뷰
9382,모란수정빌
9383,모란아이하우스
9384,밀란체2
9385,밀란체3
9386,세븐빌
9387,세일띠아모
9388,엠디
9389,와이엠프라젠
9390,우리빌
9391,삼부르네상스파크1
9392,삼부르네상스파크2
9393,샤르망
9394,셀레스빌
9395,신동아파라디움
9396,에드모스
9397,위플러스
9398,주공고층
9399,주공저층
9400,통보8
9401,굿모닝파크빌
9402,주원파크빌101
9403,주원파크빌201
9404,통보3
9405,가천대역동부센트레빌1단지
9406,가천대역동부센트레빌2단지
9407,가천대역쌍용스윗닷홈
9408,굿모닝하우스
9409,낙원스카이뷰2
9410,동인트루빌2
9411,백산
9412,삼오아트빌
9413,선경태평
9414,신세계쉐덴
9415,일성오퍼스원
9416,주민태평동락커뮤니티
9417,크란츠힐
9418,태평
9419,태평동낙원스카이뷰
9420,통보
9421,단남
9422,래미안금광
9423,브이아이피산성
9424,삼익금광1차
9425,황송마을(삼익금광2차)
9426,휴먼시아섬마을1단지(일부임대)
9427,휴먼시아섬마을3단지
9428,휴먼시아섬마을5단지
9429,東분당파크뷰(휴먼시아섬마을7단지)
9430,상대원삼익
9431,새광
9432,선경2차
9433,수산리치빌104동
9434,이튼
9435,태영파크뷰
9436,현성아름빌
9437,S.N블르버드
9438,SR하이원
